finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-42570738,pubmed-42570738,42570738,10.1016/j.exger.2026.113271,Dynamic trajectories of possible sarcopenia under the AWGS 2025 criteria and long-term prognosis: A national landmark cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42570745,pubmed-42570745,42570745,10.1016/j.critrevonc.2026.105531,"Detection, occurrence, development, diagnosis and treatment of vaginal microbiome in gynecological cancers.",microbiome-inflammaging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42571324,pubmed-42571324,42571324,10.1016/j.metop.2026.100487,Metabolic signature across Life's Essential 8 profiles is heterogenous and may predict cardiovascular disease and mortality.,physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42571450,pubmed-42571450,42571450,10.1016/j.ijcchd.2026.100699,Prognostic value of serial NT-proBNP assay in adults with congenital heart disease and biventricular physiology.,physical-activity-healthspan,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42573012,pubmed-42573012,42573012,10.1002/advs.76962,Fibrillarin Resists Cellular Senescence Via SIRT1-Dependent Nicotinamide Metabolism and Its Inhibition Sensitizes Senolytic Therapy in Esophageal Squamous Cell Carcinoma.,senolytics,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42573249,pubmed-42573249,42573249,10.1128/mbio.01127-26,Ecology of protection: probiotic biogeography and sepsis prevention in the neonatal intestine.,microbiome-inflammaging,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42573891,pubmed-42573891,42573891,10.1007/s12265-026-10827-y,Nicotinamide Mononucleotide Ameliorates Myocardial Fibrosis in Diabetic Mice Possibly by Modulating SIRT3 to Deacetylate GSK3β and Thereby Reducing the Phosphorylation of Smad3.,nad-nmn-nr-aging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42575344,pubmed-42575344,42575344,10.1016/j.diabres.2026.113493,Changes in recorded background glucose-lowering therapy after initiation of a GLP-1 receptor agonist or dual GIP/GLP-1 receptor agonist in adults with type 2 diabetes.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42576131,pubmed-42576131,42576131,10.1007/s11357-026-02480-9,"Dose-response effects of physical activity intensity and duration on frailty phenotype, frailty index, and survival: representative evidence from a 10-year national cohort of chinese older adults.",resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42576802,pubmed-42576802,42576802,10.1111/tra.70045,Mechanism of Autophagic Extracellular Vesicles Revealed.,autophagy-mitophagy,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42577959,pubmed-42577959,42577959,10.1002/imt2.70166,A gut microbiome-lipid axis in early pregnancy is associated with metabolic dysregulation and diabetes risk.,microbiome-inflammaging,animal_study,animal,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42578314,pubmed-42578314,42578314,10.1111/jgh.70619,"MAFLD/MASLD: Past, Present, and Future.",glp1-weight-cardiometabolic,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42578528,pubmed-42578528,42578528,10.1111/aas.70315,Blood Pressure Targets During General Anaesthesia in High-Risk Patients-A Randomised Clinical Feasibility Trial.,blood-pressure-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42578670,pubmed-42578670,42578670,10.1128/spectrum.03153-24,Exploring the hypothetical role of Bacteroides species in depression progression: insights from metagenomic analysis.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42579127,pubmed-42579127,42579127,10.1021/acs.est.6c05329,Decabromodiphenyl Ethane Sensitizes Zebrafish to Alcoholic Liver Injury by Compromising NAD+-Mediated Multicellular Responses.,nad-nmn-nr-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42580514,pubmed-42580514,42580514,10.1016/j.yjmcc.2026.08.005,Cardiometabolic stress induces HFpEF with impaired bioenergetics and disrupted proteostasis in aged female mice.,autophagy-mitophagy,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42580629,pubmed-42580629,42580629,10.1016/j.eprac.2026.08.006,Semaglutide vs Metabolic and Bariatric Surgery and Cardiovascular Outcomes in Obesity.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42581082,pubmed-42581082,42581082,10.1038/s41577-026-01335-w,Immune surveillance and immune evasion of senescent cells.,senolytics,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42581588,pubmed-42581588,42581588,10.1093/ajrcmb/aanag145,Glutaminase regulates alveolar regeneration through autophagy-YAP/TAZ in pulmonary fibrosis.,autophagy-mitophagy,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42581695,pubmed-42581695,42581695,10.1177/08853282261476791,Membrane-camouflaged liposomes Co-delivering L-Arg and NMN for reprogramming macrophage nitric oxide metabolism in atherosclerosis.,nad-nmn-nr-aging,mechanistic_or_cell_study,cell,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42583998,pubmed-42583998,42583998,10.1002/rmv.70195,Oncoviruses at the Crossroads of Ageing and Cancer: Molecular Mechanisms and Key Signalling Pathways.,microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42584186,pubmed-42584186,42584186,10.1097/CCM.0000000000007304,Postintensive Care Frailty of Older Patients With Septic Shock: A Post Hoc Analysis of a Multicenter Randomized Controlled Trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42584791,pubmed-42584791,42584791,10.1007/s41999-026-01579-8,Effect of bodyweight interval training on frailty status in older adults: a randomized controlled trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42584970,pubmed-42584970,42584970,10.3724/abbs.2026146,Corrigendum to: Decreased dynamin-related protein 1-related mitophagy induces myocardial apoptosis in the aging heart.,autophagy-mitophagy,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,non_result_publication_title,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42585603,pubmed-42585603,42585603,10.1212/WNL.0000000000218420,Individualized vs Standard Blood Pressure Control During Thrombectomy for Ischemic Stroke: The DETERMINE Randomized Clinical Trial.,blood-pressure-aging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42586072,pubmed-42586072,42586072,10.1016/j.medj.2026.101261,Engineered mesenchymal stem cells regulate integrated stress response for fibrosis therapy.,nad-nmn-nr-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42586389,pubmed-42586389,42586389,10.1016/j.exger.2026.113278,PRMT6 drives hearing loss by promoting asymmetric arginine dimethylation-mediated FOXG1 degradation and suppressing mitophagy.,autophagy-mitophagy,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42587241,pubmed-42587241,42587241,10.1007/s10519-026-10277-x,Selective Breeding for Voluntary Wheel-Running Behavior in Mice is not Associated with Reduced Lifetime Reproductive Success or Lifespan Under Long-Term Paired Breeding Conditions.,physical-activity-healthspan,animal_study,mouse,D,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42587278,pubmed-42587278,42587278,10.1186/s12872-026-06450-z,CMR-based aortic stiffness parameters in a symptomatic high risk obstructive sleep apnea cohort: results from the population-based Hamburg City Health Study.,sleep-aging,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42591629,pubmed-42591629,42591629,10.1007/s13205-026-05017-1,Study on the mosquitocidal mechanism of microencapsulated natural plant extracts based on gut microbiota regulation.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42593595,pubmed-42593595,42593595,10.1007/s12012-026-10171-2,Senolytics Reverse PM(2.5) - Induced Cell and Vascular Dysfunction.,senolytics,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42594368,pubmed-42594368,42594368,10.26635/6965.7454,Hand grip strength and future hospitalisations in Māori and non-Māori New Zealand octogenarians: the LiLACS NZ cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42594504,pubmed-42594504,42594504,10.1016/j.jnha.2026.100943,Effects of a multidomain intervention on physical performance and sarcopenia in long-term care facility residents: The I-COUNT pilot randomized controlled trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42594524,pubmed-42594524,42594524,10.1016/j.nutres.2026.07.006,Protocol for the CLOCKS study: A 4-arm randomized controlled trial testing the independent and combined effects of 2 chronotherapies-early time-restricted eating and daytime bright light therapy-in adults with type 2 diabetes.,time-restricted-eating,protocol_or_registered_plan,human,E,retired_from_active_findings,protocol_or_registered_plan,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42594949,pubmed-42594949,42594949,10.1055/a-2928-9370,Phytochemical Investigation of Origanum calcaratum Extracts and in vitro Study against Cellular Senescence.,senolytics,mechanistic_or_cell_study,cell,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42595561,pubmed-42595561,42595561,10.1016/j.arbres.2026.07.002,Combined Assessment of Frailty and Respiratory Function in Idiopathic Pulmonary Fibrosis: A Prospective Cohort Study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42595793,pubmed-42595793,42595793,10.1038/s41417-026-01071-2,Nicotinamide mononucleotide potentiates the anti-tumor efficacy of CAR-NK cell therapy targeting MSLN in ovarian cancer.,nad-nmn-nr-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
